locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sudilovsky_02480	CDS	942	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
Sudilovsky_02481	CDS	873	dppF_1	7.4.2.9	COG4608	Dipeptide transport ATP-binding protein DppF
Sudilovsky_02482	CDS	873	dppD_1	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
Sudilovsky_02483	CDS	1563	dppA_2		COG0747	Dipeptide-binding protein
Sudilovsky_02484	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
Sudilovsky_02485	CDS	1734	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
Sudilovsky_02486	CDS	1830	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
Sudilovsky_02487	CDS	1725	ycgR_2			Flagellar brake protein YcgR
Sudilovsky_02488	CDS	741	mucR	2.7.7.65		Bifunctional diguanylate cyclase/cyclic di-GMP phosphodiesterase MucR
Sudilovsky_02489	CDS	1680				hypothetical protein
Sudilovsky_02490	CDS	1380	yesO_3		COG1653	Putative ABC transporter substrate-binding protein YesO
Sudilovsky_02491	CDS	1335				hypothetical protein
Sudilovsky_02492	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
Sudilovsky_02493	CDS	672	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
Sudilovsky_02494	CDS	984				hypothetical protein
Sudilovsky_02495	CDS	747	ygfF	1.-.-.-	COG1028	putative oxidoreductase YgfF
Sudilovsky_02496	CDS	1140	yesR_1	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
Sudilovsky_02497	CDS	1560	uidB			Glucuronide carrier protein
Sudilovsky_02498	CDS	891	argP_2			HTH-type transcriptional regulator ArgP
Sudilovsky_02499	CDS	1419	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
Sudilovsky_02500	CDS	678	hchA_1	3.5.1.124		Protein/nucleic acid deglycase HchA
Sudilovsky_02501	CDS	1077	molA_4		COG0614	Molybdate-binding protein MolA
Sudilovsky_02502	CDS	2196	fcuA			Ferrichrome receptor FcuA
Sudilovsky_02503	CDS	1296	eno	4.2.1.11	COG0148	Enolase
Sudilovsky_02504	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
Sudilovsky_02505	CDS	798	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
Sudilovsky_02506	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
Sudilovsky_02507	CDS	1353	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
Sudilovsky_02508	CDS	2796	barA	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BarA
Sudilovsky_02509	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
Sudilovsky_02510	CDS	885	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
Sudilovsky_02511	CDS	771	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
Sudilovsky_02512	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
Sudilovsky_02513	CDS	1353	gudX_1	4.2.1.-	COG4948	Glucarate dehydratase-related protein
Sudilovsky_02514	CDS	171				hypothetical protein
Sudilovsky_02515	misc_RNA	631				Rev72
Sudilovsky_02516	CDS	1353	gudP		COG2271	putative galactarate/D-glucarate transporter GudP
Sudilovsky_02517	CDS	1575	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
Sudilovsky_02518	CDS	1491	aer_3		COG0840	Aerotaxis receptor
Sudilovsky_02519	CDS	426				hypothetical protein
Sudilovsky_02520	CDS	360				hypothetical protein
Sudilovsky_02521	CDS	222				hypothetical protein
Sudilovsky_02522	CDS	2046	ligA	6.5.1.2	COG0272	DNA ligase
Sudilovsky_02523	CDS	1437	hldE		COG0615	Bifunctional protein HldE
Sudilovsky_02524	CDS	2856	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
Sudilovsky_02525	CDS	1338	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
Sudilovsky_02526	CDS	621				hypothetical protein
Sudilovsky_02527	CDS	1245	cca		COG0617	Multifunctional CCA protein
Sudilovsky_02528	CDS	819	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
Sudilovsky_02529	CDS	354	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
Sudilovsky_02530	CDS	636	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
Sudilovsky_02531	CDS	1587	tar_1		COG0840	Methyl-accepting chemotaxis protein II
Sudilovsky_02532	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
Sudilovsky_02533	CDS	360	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
Sudilovsky_02534	CDS	4038	tamB		COG2911	Translocation and assembly module subunit TamB
Sudilovsky_02535	CDS	1842	tamA		COG0729	Translocation and assembly module subunit TamA
Sudilovsky_02536	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
Sudilovsky_02537	CDS	1329	paeA		COG1253	Polyamine export protein
Sudilovsky_02538	CDS	207				hypothetical protein
Sudilovsky_02539	CDS	579	ytfJ		COG3054	putative protein YtfJ
Sudilovsky_02540	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
Sudilovsky_02541	CDS	1953	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
Sudilovsky_02542	CDS	384	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
Sudilovsky_02543	CDS	555	fldP			Flavodoxin FldP
Sudilovsky_02544	CDS	423				hypothetical protein
Sudilovsky_02545	CDS	1668	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
Sudilovsky_02546	CDS	666	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
Sudilovsky_02547	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
Sudilovsky_02548	CDS	135				hypothetical protein
Sudilovsky_02549	CDS	714				hypothetical protein
Sudilovsky_02550	CDS	363				hypothetical protein
Sudilovsky_02551	CDS	453	rplI		COG0359	Large ribosomal subunit protein bL9
Sudilovsky_02552	CDS	228	rpsR		COG0238	Small ribosomal subunit protein bS18
Sudilovsky_02553	CDS	321	priB		COG2965	Replication restart protein PriB
Sudilovsky_02554	CDS	393	rpsF		COG0360	Small ribosomal subunit protein bS6
Sudilovsky_02555	misc_RNA	85				RpsF_leader
Sudilovsky_02556	CDS	753				hypothetical protein
Sudilovsky_02557	CDS	1941				hypothetical protein
Sudilovsky_02558	CDS	1122	rtcB2	6.5.1.8		RNA-splicing ligase RtcB2
Sudilovsky_02559	CDS	624	prfH			Peptide chain release factor 
Sudilovsky_02560	CDS	309	bsmA		COG3650	Lipoprotein BsmA
Sudilovsky_02561	CDS	399				hypothetical protein
Sudilovsky_02562	CDS	1536				hypothetical protein
Sudilovsky_02563	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
Sudilovsky_02564	CDS	2457	rnr	3.1.13.1	COG0557	Ribonuclease R
Sudilovsky_02565	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
Sudilovsky_02566	CDS	1572	tar_2		COG0840	Methyl-accepting chemotaxis protein II
Sudilovsky_02567	CDS	1833				hypothetical protein
Sudilovsky_02568	CDS	1017	yggR		COG2805	putative protein YggR
Sudilovsky_02569	CDS	714	yggS		COG0325	Pyridoxal phosphate homeostasis protein
Sudilovsky_02570	CDS	828	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
Sudilovsky_02571	CDS	555				hypothetical protein
Sudilovsky_02572	CDS	291				hypothetical protein
Sudilovsky_02573	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Sudilovsky_02574	CDS	1140	hemW		COG0635	Heme chaperone HemW
Sudilovsky_02575	CDS	807				hypothetical protein
Sudilovsky_02576	CDS	918				hypothetical protein
Sudilovsky_02577	CDS	456	elaA		COG2153	Protein ElaA
Sudilovsky_02578	CDS	1224	lplT		COG0477	Lysophospholipid transporter LplT
Sudilovsky_02579	CDS	2172	aas		COG0204	Bifunctional protein Aas
Sudilovsky_02580	misc_RNA	91				OmrA-B
Sudilovsky_02581	CDS	468				hypothetical protein
Sudilovsky_02582	CDS	768	lutR_2		COG2186	HTH-type transcriptional regulator LutR
Sudilovsky_02583	CDS	318	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
Sudilovsky_02584	CDS	1437	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
Sudilovsky_02585	CDS	1338	licC_3		COG1455	Lichenan permease IIC component
Sudilovsky_02586	CDS	345	chbA_4		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
Sudilovsky_02587	CDS	1014	ascG_2		COG1609	HTH-type transcriptional regulator AscG
Sudilovsky_02588	CDS	594	sutR_1		COG1396	HTH-type transcriptional regulator SutR
Sudilovsky_02589	CDS	957				hypothetical protein
Sudilovsky_02590	CDS	1263	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
Sudilovsky_02591	CDS	924	occR			Octopine catabolism/uptake operon regulatory protein OccR
Sudilovsky_02592	CDS	921	dmlR_2		COG0583	HTH-type transcriptional regulator DmlR
Sudilovsky_02593	CDS	882				hypothetical protein
Sudilovsky_02594	CDS	657				hypothetical protein
Sudilovsky_02595	CDS	144				hypothetical protein
Sudilovsky_02596	CDS	1023	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Sudilovsky_02597	CDS	273	pspG			Phage shock protein G
Sudilovsky_02598	CDS	315				ISL3 family transposase ISEc38
Sudilovsky_02599	CDS	585				hypothetical protein
Sudilovsky_02600	CDS	1854				hypothetical protein
Sudilovsky_02601	CDS	1146				hypothetical protein
Sudilovsky_02602	CDS	2406				hypothetical protein
Sudilovsky_02603	CDS	3960	recD2	5.6.2.3		ATP-dependent RecD2 DNA helicase
Sudilovsky_02604	CDS	123				hypothetical protein
Sudilovsky_02605	CDS	105				hypothetical protein
Sudilovsky_02606	CDS	1389				Bifunctional cytochrome P450/NADPH--P450 reductase
Sudilovsky_02607	CDS	987	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
Sudilovsky_02608	CDS	1407	dnaB	5.6.2.3	COG0305	Replicative DNA helicase DnaB
Sudilovsky_02609	CDS	1083	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
Sudilovsky_02610	CDS	639				hypothetical protein
Sudilovsky_02611	misc_RNA	28				CRISPR-DR4
Sudilovsky_02612	misc_RNA	28				CRISPR-DR4
Sudilovsky_02613	misc_RNA	28				CRISPR-DR4
Sudilovsky_02614	misc_RNA	28				CRISPR-DR4
Sudilovsky_02615	misc_RNA	28				CRISPR-DR4
Sudilovsky_02616	misc_RNA	28				CRISPR-DR4
Sudilovsky_02617	misc_RNA	28				CRISPR-DR4
Sudilovsky_02618	misc_RNA	28				CRISPR-DR4
Sudilovsky_02619	misc_RNA	28				CRISPR-DR4
Sudilovsky_02620	misc_RNA	28				CRISPR-DR4
Sudilovsky_02621	CDS	480	lrp_4		COG1522	Leucine-responsive regulatory protein
Sudilovsky_02622	CDS	615				hypothetical protein
Sudilovsky_02623	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
Sudilovsky_02624	CDS	498	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
Sudilovsky_02625	CDS	480	hcpA_7			Major exported protein
Sudilovsky_02626	CDS	258				hypothetical protein
Sudilovsky_02627	CDS	258				hypothetical protein
Sudilovsky_02628	CDS	858				hypothetical protein
Sudilovsky_02629	CDS	108				hypothetical protein
Sudilovsky_02630	misc_RNA	28				CRISPR-DR4
Sudilovsky_02631	misc_RNA	28				CRISPR-DR4
Sudilovsky_02632	misc_RNA	28				CRISPR-DR4
Sudilovsky_02633	misc_RNA	28				CRISPR-DR4
Sudilovsky_02634	misc_RNA	28				CRISPR-DR4
Sudilovsky_02635	CDS	270				hypothetical protein
Sudilovsky_02636	misc_RNA	28				CRISPR-DR4
Sudilovsky_02637	misc_RNA	28				CRISPR-DR4
Sudilovsky_02638	misc_RNA	28				CRISPR-DR4
Sudilovsky_02639	misc_RNA	28				CRISPR-DR4
Sudilovsky_02640	misc_RNA	28				CRISPR-DR4
Sudilovsky_02641	misc_RNA	28				CRISPR-DR4
Sudilovsky_02642	misc_RNA	28				CRISPR-DR4
Sudilovsky_02643	misc_RNA	28				CRISPR-DR4
Sudilovsky_02644	misc_RNA	28				CRISPR-DR4
Sudilovsky_02645	misc_RNA	28				CRISPR-DR4
Sudilovsky_02646	misc_RNA	28				CRISPR-DR4
Sudilovsky_02647	misc_RNA	28				CRISPR-DR4
Sudilovsky_02648	misc_RNA	28				CRISPR-DR4
Sudilovsky_02649	misc_RNA	28				CRISPR-DR4
Sudilovsky_02650	misc_RNA	28				CRISPR-DR4
Sudilovsky_02651	misc_RNA	28				CRISPR-DR4
Sudilovsky_02652	misc_RNA	28				CRISPR-DR4
Sudilovsky_02653	misc_RNA	28				CRISPR-DR4
Sudilovsky_02654	misc_RNA	28				CRISPR-DR4
Sudilovsky_02655	misc_RNA	28				CRISPR-DR4
Sudilovsky_02656	misc_RNA	28				CRISPR-DR4
Sudilovsky_02657	CDS	981	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
Sudilovsky_02658	CDS	3303	cas3	3.1.-.-	COG1203	CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
Sudilovsky_02659	CDS	1335	csy1			CRISPR-associated protein Csy1
Sudilovsky_02660	CDS	933	csy2			CRISPR-associated protein Csy2
Sudilovsky_02661	CDS	1011	csy3			CRISPR-associated protein Csy3
Sudilovsky_02662	CDS	555	cas6f	3.1.-.-		CRISPR-associated endonuclease Cas6f/Csy4
Sudilovsky_02663	misc_RNA	28				CRISPR-DR4
Sudilovsky_02664	CDS	231				hypothetical protein
Sudilovsky_02665	misc_RNA	28				CRISPR-DR4
Sudilovsky_02666	misc_RNA	28				CRISPR-DR4
Sudilovsky_02667	misc_RNA	28				CRISPR-DR4
Sudilovsky_02668	misc_RNA	28				CRISPR-DR4
Sudilovsky_02669	misc_RNA	28				CRISPR-DR4
Sudilovsky_02670	CDS	402	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
Sudilovsky_02671	CDS	228				hypothetical protein
Sudilovsky_02672	misc_RNA	28				CRISPR-DR4
Sudilovsky_02673	misc_RNA	28				CRISPR-DR4
Sudilovsky_02674	misc_RNA	28				CRISPR-DR4
Sudilovsky_02675	misc_RNA	28				CRISPR-DR4
Sudilovsky_02676	misc_RNA	28				CRISPR-DR4
Sudilovsky_02677	misc_RNA	28				CRISPR-DR4
Sudilovsky_02678	misc_RNA	28				CRISPR-DR4
Sudilovsky_02679	misc_RNA	28				CRISPR-DR4
Sudilovsky_02680	misc_RNA	28				CRISPR-DR4
Sudilovsky_02681	misc_RNA	28				CRISPR-DR4
Sudilovsky_02682	misc_RNA	28				CRISPR-DR4
Sudilovsky_02683	misc_RNA	28				CRISPR-DR4
Sudilovsky_02684	misc_RNA	28				CRISPR-DR4
Sudilovsky_02685	CDS	420				hypothetical protein
Sudilovsky_02686	CDS	2835	uvrA		COG0178	UvrABC system protein A
Sudilovsky_02687	CDS	546	ssb			Single-stranded DNA-binding protein
Sudilovsky_02688	CDS	459				hypothetical protein
Sudilovsky_02689	CDS	1038	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
Sudilovsky_02690	CDS	1050				hypothetical protein
Sudilovsky_02691	CDS	999	lacF_2			Lactose transport system permease protein LacF
Sudilovsky_02692	CDS	1119	ugpC_2	7.6.2.10		sn-glycerol-3-phosphate import ATP-binding protein UgpC
Sudilovsky_02693	CDS	1107	yesR_2	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
Sudilovsky_02694	CDS	2463				hypothetical protein
Sudilovsky_02695	CDS	1308				hypothetical protein
Sudilovsky_02696	CDS	552				hypothetical protein
Sudilovsky_02697	CDS	906	gspK	2.7.1.8	COG2971	Glucosamine kinase GspK
Sudilovsky_02698	CDS	1824				hypothetical protein
Sudilovsky_02699	CDS	711	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
Sudilovsky_02700	CDS	855	mntB_5		COG1108	Manganese transport system membrane protein MntB
Sudilovsky_02701	CDS	879	aztC		COG0803	High-affinity zinc uptake system protein AztC
Sudilovsky_02702	CDS	1500				hypothetical protein
Sudilovsky_02703	CDS	1608				hypothetical protein
Sudilovsky_02704	CDS	1041				hypothetical protein
Sudilovsky_02705	CDS	639				hypothetical protein
Sudilovsky_02706	CDS	645	yceD_2		COG2310	General stress protein 16U
Sudilovsky_02707	CDS	639				hypothetical protein
Sudilovsky_02708	CDS	465	terW			putative tellurium resistance transcriptional regulator TerW
Sudilovsky_02709	CDS	954				hypothetical protein
Sudilovsky_02710	CDS	1083	stiP	3.4.22.-	COG1358	Cysteine protease StiP
Sudilovsky_02711	CDS	783				hypothetical protein
Sudilovsky_02712	CDS	1143				hypothetical protein
Sudilovsky_02713	CDS	1065				hypothetical protein
Sudilovsky_02714	CDS	582	yceC		COG2310	Stress response protein SCP2
Sudilovsky_02715	CDS	1161				hypothetical protein
Sudilovsky_02716	CDS	456				hypothetical protein
Sudilovsky_02717	CDS	1044	alx_1		COG0861	Putative membrane-bound redox modulator Alx
Sudilovsky_02718	CDS	579	yceD_3		COG2310	General stress protein 16U
Sudilovsky_02719	CDS	576	yceD_4		COG2310	General stress protein 16U
Sudilovsky_02720	CDS	684				hypothetical protein
Sudilovsky_02721	CDS	813	glcR		COG1349	HTH-type transcriptional repressor GlcR
Sudilovsky_02722	CDS	981	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Sudilovsky_02723	CDS	1329	dtnK	2.7.1.219	COG3395	D-threonate kinase
Sudilovsky_02724	CDS	1137	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
Sudilovsky_02725	CDS	885	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Sudilovsky_02726	CDS	1416				hypothetical protein
Sudilovsky_02727	CDS	1188				hypothetical protein
Sudilovsky_02728	CDS	468	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
Sudilovsky_02729	CDS	690	fabG_2	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
Sudilovsky_02730	CDS	1191	gntR_1		COG1609	HTH-type transcriptional regulator GntR
Sudilovsky_02731	CDS	444	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
Sudilovsky_02732	CDS	288	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
Sudilovsky_02733	CDS	1260	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
Sudilovsky_02734	CDS	666	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
Sudilovsky_02735	CDS	759	dalS			ABC transporter D-alanine-binding periplasmic protein
Sudilovsky_02736	CDS	687	tcyL_2		COG0765	L-cystine transport system permease protein TcyL
Sudilovsky_02737	CDS	726	glnQ_4			Glutamine transport ATP-binding protein GlnQ
Sudilovsky_02738	CDS	675	tcyL_3		COG0765	L-cystine transport system permease protein TcyL
Sudilovsky_02739	CDS	360				hypothetical protein
Sudilovsky_02740	CDS	2724	acnB	4.2.1.3		Aconitate hydratase B
Sudilovsky_02741	CDS	507				hypothetical protein
Sudilovsky_02742	CDS	1401	rtcB	6.5.1.8	COG1690	RNA-splicing ligase RtcB
Sudilovsky_02743	CDS	312	ygaV		COG0640	HTH-type transcriptional regulator YgaV
Sudilovsky_02744	CDS	2298	fepA		COG4771	Ferrienterobactin receptor
Sudilovsky_02745	CDS	1134	rhaR_4			HTH-type transcriptional activator RhaR
Sudilovsky_02746	CDS	1329	yxeQ		COG2079	putative protein YxeQ
Sudilovsky_02747	CDS	1713				hypothetical protein
Sudilovsky_02748	CDS	1179				hypothetical protein
Sudilovsky_02749	CDS	624				hypothetical protein
Sudilovsky_02750	CDS	1908	yesW	4.2.2.23	COG3401	Rhamnogalacturonan endolyase YesW
Sudilovsky_02751	CDS	1185	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
Sudilovsky_02752	CDS	1194	estB	3.1.1.-		Esterase EstB
Sudilovsky_02753	CDS	897	crgA_4			HTH-type transcriptional regulator CrgA
Sudilovsky_02754	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
Sudilovsky_02755	CDS	1887	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
Sudilovsky_02756	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Sudilovsky_02757	misc_RNA	128				tp2
Sudilovsky_02758	CDS	765	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
Sudilovsky_02759	CDS	1359	aroP_2		COG1113	Aromatic amino acid transport protein AroP
Sudilovsky_02760	CDS	1434	yicJ		COG2211	Inner membrane symporter YicJ
Sudilovsky_02761	CDS	957		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
Sudilovsky_02762	CDS	855	ampE		COG3725	Protein AmpE
Sudilovsky_02763	CDS	573	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
Sudilovsky_02764	CDS	888	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
Sudilovsky_02765	CDS	891	nadC	2.4.2.19		Nicotinate-nucleotide pyrophosphorylase [carboxylating]
Sudilovsky_02766	CDS	447	ppdD		COG4969	Prepilin peptidase-dependent protein D
Sudilovsky_02767	CDS	1497				hypothetical protein
Sudilovsky_02768	CDS	1206	pilC			Type IV pilus assembly protein PilC
Sudilovsky_02769	CDS	1041	guaC	1.7.1.7	COG0516	GMP reductase
Sudilovsky_02770	CDS	111				hypothetical protein
Sudilovsky_02771	CDS	627	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
Sudilovsky_02772	CDS	753	zapD		COG4582	Cell division protein ZapD
Sudilovsky_02773	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
Sudilovsky_02774	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
Sudilovsky_02775	CDS	2703	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
Sudilovsky_02776	CDS	516	secM			Secretion monitor
Sudilovsky_02777	CDS	528				hypothetical protein
Sudilovsky_02778	CDS	921	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
Sudilovsky_02779	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
Sudilovsky_02780	CDS	1257	ftsA		COG0849	Cell division protein FtsA
Sudilovsky_02781	CDS	843	ftsQ			Cell division protein FtsQ
Sudilovsky_02782	CDS	921	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
Sudilovsky_02783	CDS	1368	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Sudilovsky_02784	CDS	1092	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Sudilovsky_02785	CDS	1203	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
Sudilovsky_02786	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
Sudilovsky_02787	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Sudilovsky_02788	CDS	1362	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Sudilovsky_02789	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Sudilovsky_02790	CDS	1764	ftsI			penicillin-binding protein PBP3 FtsI
Sudilovsky_02791	CDS	321	ftsL		COG3116	Cell division protein FtsL
Sudilovsky_02792	CDS	945	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Sudilovsky_02793	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
Sudilovsky_02794	CDS	132				hypothetical protein
Sudilovsky_02795	CDS	438	alaE			L-alanine exporter AlaE
Sudilovsky_02796	CDS	1005	cra		COG1609	Catabolite repressor/activator
Sudilovsky_02797	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
Sudilovsky_02798	CDS	1719	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
Sudilovsky_02799	CDS	1890		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Sudilovsky_02800	misc_RNA	147				Leu_leader
Sudilovsky_02801	CDS	1599	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
Sudilovsky_02802	CDS	1092	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
Sudilovsky_02803	CDS	1401	leuC1	4.2.1.33		3-isopropylmalate dehydratase large subunit 1
Sudilovsky_02804	CDS	603	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
Sudilovsky_02805	CDS	312				hypothetical protein
Sudilovsky_02806	CDS	669				hypothetical protein
Sudilovsky_02807	CDS	837	rhaS_4			HTH-type transcriptional activator RhaS
